Lat,Long,Venue_Type,Venue_Name,Created_On_Epoch,Created_On,Quarter,Year,Month
10.50719088,-66.85051918,default,Fundación Talento Al Día De María,1541378859,11/5/2018,Quarter 4,2018,11
10.49251697,-66.85508966,default,Distribuidora Valentin CA,1541379137,11/5/2018,Quarter 4,2018,11
10.49206334,-66.85689211,default,AIC Soluciones C.A.,1541379300,11/5/2018,Quarter 4,2018,11
10.49254861,-66.80682063,default,SOI - Materiales,1541370003,11/4/2018,Quarter 4,2018,11
10.49436311,-66.86252475,default,Fundacion Orbeex,1541379502,11/5/2018,Quarter 4,2018,11
10.48905673,-66.86476707,default,Aircraft Solutions c.a.,1541379737,11/5/2018,Quarter 4,2018,11
10.48880354,-66.86688066,default,Grupo chaska,1541379885,11/5/2018,Quarter 4,2018,11
10.48799123,-66.85996056,default,Kiosco El Rosal,1541380088,11/5/2018,Quarter 4,2018,11
10.48570196,-66.85449958,default,Mikoin,1541380224,11/5/2018,Quarter 4,2018,11
10.48231549,-66.84557319,default,Distribuidora Credimport C.A,1541380392,11/5/2018,Quarter 4,2018,11
10.48168251,-66.83951139,default,Acamparavila,1541380508,11/5/2018,Quarter 4,2018,11
10.48891959,-66.87541008,default,Pablo Publicidad,1541380731,11/5/2018,Quarter 4,2018,11
10.48834991,-66.87630057,default,On Love Moda,1541381008,11/5/2018,Quarter 4,2018,11
10.48057477,-66.85773969,default,InfoComputer C.A,1541381287,11/5/2018,Quarter 4,2018,11
10.48157701,-66.86019659,default,Zona Técnica GSM,1541381447,11/5/2018,Quarter 4,2018,11
10.48330717,-66.87612891,default,Mariauxilazos,1541381618,11/5/2018,Quarter 4,2018,11
10.48266364,-66.8784678,default,Tormes,1541381734,11/5/2018,Quarter 4,2018,11
10.4784226,-66.88228726,default,Suministros RALURI 362 c.a,1541381914,11/5/2018,Quarter 4,2018,11
10.47630206,-66.89310193,default,Conaprev,1541382183,11/5/2018,Quarter 4,2018,11
34.6919094,135.1866603,food,鉄板Dining 月や,1541320660,11/4/2018,Quarter 4,2018,11
10.4785703,-66.90289736,default,Fundación Camerata de Caracas,1541382355,11/5/2018,Quarter 4,2018,11
10.48054312,-66.90362692,default,Hazte el Mago,1541382438,11/5/2018,Quarter 4,2018,11
10.48940487,-66.8966639,default,Fundación Manos Por La Salud,1541382630,11/5/2018,Quarter 4,2018,11
10.4774942,-66.91203833,default,Ferreauto los Totumos,1541382816,11/5/2018,Quarter 4,2018,11
10.45808169,-66.91726863,default,Free Charging HASHTAG,1541383005,11/5/2018,Quarter 4,2018,11
51.419068,-0.1688235998,transport,Cheap - Sameday Courier,1562188459,7/3/2019,Quarter 3,2019,7
7.8764221,98.36341739,cafe,BUKIT CUPPA,1541517452,11/6/2018,Quarter 4,2018,11
7.879727276,98.36358905,atm,Buying/Selling Bitcoins,1541517887,11/6/2018,Quarter 4,2018,11
-33.45202346,-70.58795214,shopping,Bitcoin Souvenir,1541520440,11/6/2018,Quarter 4,2018,11
-33.45192499,-70.58787704,default,Libros Móviles,1541520654,11/6/2018,Quarter 4,2018,11
-12.08540645,-77.03999519,cafe,Xtracción Café,1541531142,11/6/2018,Quarter 4,2018,11
-31.95338663,115.8587211,shopping,"Ella Bache Perth City (Beauty Salon, Skincare, Therapy, Massage, Gifts)",1541489924,11/6/2018,Quarter 4,2018,11
36.68494,52.65161276,shopping,سنگ فروشی توسلی,1569597270,9/27/2019,Quarter 3,2019,9
-43.56823802,172.7589959,default,Charlato,1541590790,11/7/2018,Quarter 4,2018,11
45.22195551,12.27974832,shopping,Tabaccheria n°3 di Boscolo Enrico Bello Sacchi,1541591184,11/7/2018,Quarter 4,2018,11
56.3351446,36.73600674,shopping,Юрий,1541603860,11/7/2018,Quarter 4,2018,11
50.30462545,44.82525313,default,Ольга,1541604524,11/7/2018,Quarter 4,2018,11
47.01628267,7.655915022,shopping,Joel Geissbühler,1569613280,9/27/2019,Quarter 3,2019,9
53.43275931,49.93302627,default,Ольга,1541605126,11/7/2018,Quarter 4,2018,11
18.66363774,-91.81755066,grocery,Alcon Market,1541605225,11/7/2018,Quarter 4,2018,11
4.575467766,-74.24366623,food,Asadero surtidora de aves,1569638612,9/28/2019,Quarter 3,2019,9
45.85501107,12.30718195,default,Iperga srls,1541627298,11/7/2018,Quarter 4,2018,11
18.66355642,-91.81751847,food,Perro Grieggo,1541604970,11/7/2018,Quarter 4,2018,11
-22.21992647,-54.79656458,atm,Adriano Ecker,1569756899,9/29/2019,Quarter 3,2019,9
45.70807482,13.8688767,default,MESNI BUTIK BIŠTEKA,1569832173,9/30/2019,Quarter 3,2019,9
46.66804043,16.1755228,default,IL Ambienti,1569847366,9/30/2019,Quarter 3,2019,9
46.55855046,15.64498723,cafe,Patrick's pub,1569849606,9/30/2019,Quarter 3,2019,9
19.41471655,-99.16128337,default,Endocrinología y Metabolismo,1569856413,9/30/2019,Quarter 3,2019,9
26.31701359,-80.17150451,atm,Stanl33 p2p bitcoin and monero,1569878744,9/30/2019,Quarter 3,2019,9
45.51214006,9.338824153,default,Color Copy Center S.r.l.,1569915197,10/1/2019,Quarter 4,2019,10
30.3376736,-81.49733528,default,Stanl33 p2p bitcoin,1569927094,10/1/2019,Quarter 4,2019,10
50.11273534,8.683791161,default,Coinpages.io,1562230963,7/4/2019,Quarter 3,2019,7
-31.57912039,-61.11351013,default,AVATAR,1541705840,11/8/2018,Quarter 4,2018,11
60.42964996,22.3208499,default,Bitcoin ATM,1562235291,7/4/2019,Quarter 3,2019,7
-31.71853018,-61.08697236,default,AVATAR,1541706132,11/8/2018,Quarter 4,2018,11
40.54772199,-3.637933731,default,CERVECERIA SCHOPPEN,1542065716,11/12/2018,Quarter 4,2018,11
-31.86639636,-60.00595093,default,Rey León,1541706281,11/8/2018,Quarter 4,2018,11
4.74630477,-74.03899491,shopping,ColDrone SAS,1541770063,11/9/2018,Quarter 4,2018,11
50.05315036,14.51754212,atm,OC VIVO!,1541789769,11/9/2018,Quarter 4,2018,11
37.92191666,21.23729646,shopping,Brainwire.gr,1541866183,11/10/2018,Quarter 4,2018,11
35.57837814,-82.52018809,shopping,America's Mattress,1541873190,11/10/2018,Quarter 4,2018,11
51.92853509,7.649322152,default,Business Builder Academy,1526306659,5/14/2018,Quarter 2,2018,5
-1.313899024,36.81805015,default,Next Lounge,1541875207,11/10/2018,Quarter 4,2018,11
10.4784859,-66.82144403,default,Wieners,1541371861,11/4/2018,Quarter 4,2018,11
10.48132381,-66.82183027,default,COCTELOS,1541958634,11/11/2018,Quarter 4,2018,11
38.14387253,21.55451059,default,westcity.gr,1542018369,11/12/2018,Quarter 4,2018,11
38.14386831,21.55442476,shopping,Regalo,1542018891,11/12/2018,Quarter 4,2018,11
-34.91195953,-57.94011354,default,scort masculino,1542031985,11/12/2018,Quarter 4,2018,11
51.40801361,-0.2141690254,default,Siobhan Dowd Voiceover,1542034808,11/12/2018,Quarter 4,2018,11
43.61879586,-116.2619376,atm,Sticker Status,1542083662,11/13/2018,Quarter 4,2018,11
40.54822745,-3.640540838,nightlife,CERVECERIA SCHOPPEN,1542065302,11/12/2018,Quarter 4,2018,11
43.61878032,-116.261723,default,Idaho Crypto Group,1542083730,11/13/2018,Quarter 4,2018,11
-34.09993619,21.7199707,lodging,Cornelia Kruger,1542089733,11/13/2018,Quarter 4,2018,11
24.90985576,55.11816144,shopping,Brummelli,1542097467,11/13/2018,Quarter 4,2018,11
5.28912132,100.2475566,food,Delicios Cafe,1542113852,11/13/2018,Quarter 4,2018,11
45.36372121,14.32352185,cafe,Caffe & Night Bar Roma,1562245754,7/4/2019,Quarter 3,2019,7
24.86014595,67.02969074,shopping,Faizan Casting,1542147933,11/13/2018,Quarter 4,2018,11
29.28759665,-81.03378296,default,Stanl33 p2p bitcoin,1569927207,10/1/2019,Quarter 4,2019,10
20.72739811,-103.5432726,default,Farmacia 24hrs,1542153583,11/13/2018,Quarter 4,2018,11
4.603059416,-74.1828686,shopping,YESTILE,1542158542,11/14/2018,Quarter 4,2018,11
-27.48660638,153.029176,food,D'ago Woodfired Pizzeria and kebab cafe,1542197269,11/14/2018,Quarter 4,2018,11
-27.46700283,153.0280012,food,The Roll Shop,1542197510,11/14/2018,Quarter 4,2018,11
-37.81267432,144.937402,nightlife,Glow Golf,1542198692,11/14/2018,Quarter 4,2018,11
-37.87408272,145.2832031,default,STK Comms,1542198887,11/14/2018,Quarter 4,2018,11
-34.93080267,138.5895628,default,Avanti Painting Services,1542199119,11/14/2018,Quarter 4,2018,11
3.193317775,101.7354101,atm,Mina Trading Group,1542199582,11/14/2018,Quarter 4,2018,11
25.83821341,-80.2256012,default,Stanl33 p2p bitcoin,1569927396,10/1/2019,Quarter 4,2019,10
51.76187387,19.46837962,transport,TAXI Patryk,1569935449,10/1/2019,Quarter 4,2019,10
28.45698618,-81.47040904,atm,Athena Bitcoin (Brazuka INternational),1573160270,11/7/2019,Quarter 4,2019,11
6.082270924,-75.33865392,shopping,CARPINTERÍA RD,1573167278,11/7/2019,Quarter 4,2019,11
47.1681631,8.515820503,food,Plaza,1573209269,11/8/2019,Quarter 4,2019,11
46.37997063,7.628175616,food,Choucas,1573214917,11/8/2019,Quarter 4,2019,11
46.07865259,14.49604154,cafe,Moment Bar,1573223861,11/8/2019,Quarter 4,2019,11
46.07871585,14.49571431,default,Chutikan,1573223955,11/8/2019,Quarter 4,2019,11
-34.61057044,-58.39511812,shopping,Compra y venta congreso,1573234637,11/8/2019,Quarter 4,2019,11
26.11112574,-80.17774522,atm,Athena Bitcoin ( Comet Food Market),1573234994,11/8/2019,Quarter 4,2019,11
44.29402913,15.07498026,lodging,Apartments MAMA,1575734703,12/7/2019,Quarter 4,2019,12
44.29743865,15.09718895,lodging,Villa MATEA,1575734235,12/7/2019,Quarter 4,2019,12
44.30072512,15.10766029,lodging,Apartment BOŽO,1575734333,12/7/2019,Quarter 4,2019,12
44.29740793,15.10707021,lodging,Apartments ANITA,1575734437,12/7/2019,Quarter 4,2019,12
44.29808367,15.10650158,lodging,Apartments MIRA,1575734513,12/7/2019,Quarter 4,2019,12
44.29584142,15.10920525,lodging,Apartments JANKO and BOŽICA,1575734052,12/7/2019,Quarter 4,2019,12
44.29467419,15.1079607,lodging,Apartments ŽELJKA,1575733957,12/7/2019,Quarter 4,2019,12
44.29441309,15.10873318,lodging,Apartments CVEK,1575734134,12/7/2019,Quarter 4,2019,12
44.29691648,15.08146048,lodging,Luxury resosrt JADRO,1575733731,12/7/2019,Quarter 4,2019,12
45.81267513,16.01383924,default,Tetragram projekt d.o.o.,1542307523,11/15/2018,Quarter 4,2018,11
48.4275667,135.1118159,default,Деловой Союз,1542494824,11/17/2018,Quarter 4,2018,11
53.02184396,158.6483073,sports,AngryTribe Tours,1542527585,11/18/2018,Quarter 4,2018,11
53.43981591,14.51103508,default,mamSSL.pl,1542563323,11/18/2018,Quarter 4,2018,11
45.32528259,14.45087314,default,DNK Garaža,1562311559,7/5/2019,Quarter 3,2019,7
45.8197265,15.84539652,default,"Alati Milić, Podsused",1562334117,7/5/2019,Quarter 3,2019,7
29.61808263,-95.46462536,default,South Post Oak Self Storage,1562350411,7/5/2019,Quarter 3,2019,7
56.51370505,21.00532293,transport,Autoserviss 4U,1562353700,7/5/2019,Quarter 3,2019,7
45.83640173,9.031936526,shopping,MultiMusics SA,1562405073,7/6/2019,Quarter 3,2019,7
49.2653647,-122.9898727,default,Unicorn On Wall Street,1562452157,7/6/2019,Quarter 3,2019,7
49.22216958,-122.9318726,default,Generations Dental Clinic,1562452640,7/6/2019,Quarter 3,2019,7
46.66997303,16.17832839,cafe,Bar PICCOLO,1562584680,7/8/2019,Quarter 3,2019,7
55.81541343,37.51266181,cafe,Сoffeeizm ,1562584912,7/8/2019,Quarter 3,2019,7
50.2187651,15.84196329,attraction,Úniková hra HK,1562586322,7/8/2019,Quarter 3,2019,7
36.04465754,-115.2053833,atm,Bitcoin ATM machine in Las Vegas at The Shops at Crystals – Vault Logic,1562597774,7/8/2019,Quarter 3,2019,7
32.86408824,-96.93649292,default,IrvingSEOExpert.com,1562602389,7/8/2019,Quarter 3,2019,7
53.34396406,-6.265361309,nightlife,The Berlin,1562607881,7/8/2019,Quarter 3,2019,7
50.07572288,14.43490863,atm,BITCOINMAT,1562655575,7/9/2019,Quarter 3,2019,7
50.03653875,15.76764464,atm,BITCOINMAT,1562659016,7/9/2019,Quarter 3,2019,7
46.54073508,15.64846873,food,Konteiner burger,1562672084,7/9/2019,Quarter 3,2019,7
45.33084546,14.43657696,default,"U.O. ""KHAO SUN"", salon tajlandske masaže",1562677741,7/9/2019,Quarter 3,2019,7
45.82593217,15.97776353,default,"U.O. ""KHAO SUN"", Izdvojeni pogon za masažu Zagreb",1562677990,7/9/2019,Quarter 3,2019,7
37.94724335,23.7385422,default,Macway,1562680709,7/9/2019,Quarter 3,2019,7
40.802258,14.186694,lodging,Residenza le Rose Villa d'Arte,1562593299,7/8/2019,Quarter 3,2019,7
-33.39862429,-70.58828473,atm,Cajero Automático Bitcoin,1562685240,7/9/2019,Quarter 3,2019,7
6.13694923,-75.55588603,nightlife,Tiki Bar Colombia,1562364799,7/5/2019,Quarter 3,2019,7
36.86597834,10.16166687,default,Dar Blockchain,1542633827,11/19/2018,Quarter 4,2018,11
-33.39870042,-70.58860123,default,ONG Bitcoin Chile,1562685530,7/9/2019,Quarter 3,2019,7
36.86587104,10.16164541,shopping,fraykeys.tn,1542635624,11/19/2018,Quarter 4,2018,11
51.98083613,5.909614563,cafe,Oranje Koffiehuis,1542641037,11/19/2018,Quarter 4,2018,11
51.85301102,5.847730637,shopping,Anna Treurniet Sustainable Bags and Accessories,1542641716,11/19/2018,Quarter 4,2018,11
47.4942551,10.70319951,shopping,Fotostudio René,1542646222,11/19/2018,Quarter 4,2018,11
39.17321594,-77.20402837,atm,Bitcoin ATM,1542671425,11/19/2018,Quarter 4,2018,11
46.05050245,14.50495183,cafe,Zvezda Café,1542703630,11/20/2018,Quarter 4,2018,11
46.05065137,14.50503767,cafe,Zvezda Deli,1542703688,11/20/2018,Quarter 4,2018,11
46.05233043,14.509179,default,YOUNG MIČ STYLING,1542703781,11/20/2018,Quarter 4,2018,11
46.0646184,14.54585016,sports,YOGI MOTO CENTER,1542703942,11/20/2018,Quarter 4,2018,11
46.06699303,14.54620957,shopping,XYZ Premium Fashion Store,1542704140,11/20/2018,Quarter 4,2018,11
46.06168159,14.54132795,food,Wok Fresh,1542704184,11/20/2018,Quarter 4,2018,11
46.06502782,14.5445466,default,WiService,1542704235,11/20/2018,Quarter 4,2018,11
46.364403,14.10595179,food,Restavracija Vila Ajda Dax & apartma,1542704302,11/20/2018,Quarter 4,2018,11
46.06441368,14.54611838,default,Landing Zone Army Shop,1542704363,11/20/2018,Quarter 4,2018,11
46.35940531,15.11704803,default,Venera Shop,1542704509,11/20/2018,Quarter 4,2018,11
46.06696698,14.54276025,shopping,Trgovina ASCARA outlet Shopping Mall,1542704541,11/20/2018,Quarter 4,2018,11
46.06308488,14.54847872,sports,Vodno mesto Atlantis,1542704669,11/20/2018,Quarter 4,2018,11
45.8149372,15.15470088,default,Venera Shop,1542704733,11/20/2018,Quarter 4,2018,11
45.96368388,13.64777684,default,Venera Shop,1542704806,11/20/2018,Quarter 4,2018,11
46.66992149,16.17830694,default,Venera shop Murska Sobota - Sex shop,1542704860,11/20/2018,Quarter 4,2018,11
46.13884261,14.41350996,default,Venera Shop,1542704910,11/20/2018,Quarter 4,2018,11
46.09704682,14.49709833,default,"Car Perovšek, Gašper Perovšek SpA",1542704912,11/20/2018,Quarter 4,2018,11
46.55838078,15.64131796,default,Venera Shop,1542704970,11/20/2018,Quarter 4,2018,11
46.0667325,14.54170346,default,Babadu,1542705059,11/20/2018,Quarter 4,2018,11
46.54692999,15.61893761,default,Venera Shop,1542705118,11/20/2018,Quarter 4,2018,11
46.05138853,14.50817585,food,BARBARELLA ARKADE BISTRO,1542705187,11/20/2018,Quarter 4,2018,11
46.05318669,14.50408816,food,BARBARELLA JUICEBAR,1542705272,11/20/2018,Quarter 4,2018,11
46.06930058,14.54847336,cafe,bar Kofiček,1542705353,11/20/2018,Quarter 4,2018,11
46.06396703,14.54564631,default,"Big Bang Ljubljana, BTC",1542705538,11/20/2018,Quarter 4,2018,11
46.06805377,14.54193413,default,Em trend trgovina z modnimi dodatki d.o.o.,1542705674,11/20/2018,Quarter 4,2018,11
46.05010781,14.46037889,default,"Blockmaster Blockchain tehnologije, računalniško programiranje, Jure Pirc s.p.",1542705800,11/20/2018,Quarter 4,2018,11
46.36986661,15.08771002,food,Burger Kapija,1542705918,11/20/2018,Quarter 4,2018,11
46.0665464,14.54693913,cafe,Cafe City,1542706023,11/20/2018,Quarter 4,2018,11
46.0631891,14.56778526,default,"Čisto Belo, čistilnica in pralnica perila, d.o.o.",1542706189,11/20/2018,Quarter 4,2018,11
46.043391,14.48208332,default,"Dekoris, trgovina in storitve Alex Kuduzović s.p.",1542706309,11/20/2018,Quarter 4,2018,11
46.06688882,14.54172492,food,diVino restaurant & bar,1542706520,11/20/2018,Quarter 4,2018,11
46.06744711,14.54251885,default,EIGRAČE BTC,1542706654,11/20/2018,Quarter 4,2018,11
46.0629546,14.54530835,default,"Eko stil, dekorativni Interieri - Zastopstva, izvajanje, d.o.o., Ljubljana",1542706776,11/20/2018,Quarter 4,2018,11
-34.57112553,-58.49089444,trezor retailer,ALQUIMIA NATURAL,1542747934,11/20/2018,Quarter 4,2018,11
5.82794579,-73.03251012,sports,TIENDAS DEPORTIVAS POWER PLAY ,1542770660,11/21/2018,Quarter 4,2018,11
5.832389797,-73.03200923,sports,TIENDAS DEPORTIVAS POWER PLAY,1542771011,11/21/2018,Quarter 4,2018,11
46.05155234,14.50332105,shopping,Ooops,1542804208,11/21/2018,Quarter 4,2018,11
46.0643839,14.54546928,shopping,"Estela,Ljubljana BTC",1542804856,11/21/2018,Quarter 4,2018,11
46.06877581,14.54581261,default,"Sensilab, BTC Citycenter",1542804944,11/21/2018,Quarter 4,2018,11
-34.60548852,-58.38846087,shopping,ARTCOPY,1542807793,11/21/2018,Quarter 4,2018,11
4.530115694,-74.23679173,default,Lawso,1542810717,11/21/2018,Quarter 4,2018,11
4.655731895,-74.0715301,atm,Megaline S.A.S,1542834334,11/21/2018,Quarter 4,2018,11
33.98399453,-117.3735309,default,Mind & Mill,1542842148,11/21/2018,Quarter 4,2018,11
6.21422323,-75.57660341,atm,Cryptocoinex,1542938888,11/23/2018,Quarter 4,2018,11
6.197104351,-75.5585736,atm,Cryptocoinex,1542939216,11/23/2018,Quarter 4,2018,11
6.229149798,-75.57028413,atm,Cryptocoinex,1542939614,11/23/2018,Quarter 4,2018,11
33.05704998,-96.90644145,default,D. Dental,1542957760,11/23/2018,Quarter 4,2018,11
41.88277393,-87.68613875,atm,Austin Coin Laundry Bitcoin ATM,1542742127,11/20/2018,Quarter 4,2018,11
41.78022092,-87.60551155,atm,Currency Exchange Bitcoin ATM,1542967478,11/23/2018,Quarter 4,2018,11
41.75145647,-87.6049912,atm,Currency Exchange (Cottage Grove) Bitcoin ATM,1542967746,11/23/2018,Quarter 4,2018,11
41.77030746,-87.68311322,atm,King Food and Liquor Bitcoin ATM,1542968065,11/23/2018,Quarter 4,2018,11
41.86655275,-87.71075606,atm,Star Gyro Bitcoin ATM,1542968371,11/23/2018,Quarter 4,2018,11
41.89580861,-87.63779461,atm,The Galleria Bitcoin ATM,1542968716,11/23/2018,Quarter 4,2018,11
51.98667736,5.924243331,default,Career Value,1543351632,11/27/2018,Quarter 4,2018,11
51.845101,5.860331655,atm,Dabaiwa Market,1570004451,10/2/2019,Quarter 4,2019,10
41.75829164,-87.63158262,atm,Vincennes Currency Exchange Bitcoin ATM,1543000388,11/23/2018,Quarter 4,2018,11
51.76527031,11.7939949,default,Die Waage - Bäuerliche Sinnlichkeiten,1542988167,11/23/2018,Quarter 4,2018,11
41.42308356,-81.71030581,atm,Convenient Food Mart Bitcoin ATM,1543000614,11/23/2018,Quarter 4,2018,11
41.55646845,-81.5499258,atm,Green Light Beverage Liquor Store Bitcoin ATM,1543000836,11/23/2018,Quarter 4,2018,11
28.56475435,-81.17322028,atm,Athena Bitcoin (Cuba Mex),1573248040,11/8/2019,Quarter 4,2019,11
39.95229894,-82.91583538,atm,Evergreen Food Market Bitcoin ATM,1543001520,11/23/2018,Quarter 4,2018,11
39.97527434,-75.12156129,atm,Exxon Gas Bitcoin ATM,1543001735,11/23/2018,Quarter 4,2018,11
40.04784607,-75.14221966,atm,Exxon North Philli Bitcoin ATM,1543001955,11/23/2018,Quarter 4,2018,11
42.38617881,-83.14011097,atm,D and L Liquor Store Bitcoin ATM,1543002308,11/23/2018,Quarter 4,2018,11
42.41624512,-83.18022609,atm,Citgo Gas Station McNichols Bitcoin ATM,1543002831,11/23/2018,Quarter 4,2018,11
42.38405104,-82.96730161,atm,Citgo Gas Station Conner Bitcoin ATM,1543003021,11/23/2018,Quarter 4,2018,11
39.79233494,-86.11709476,atm,CITGO Gas Station Indianapolis Bitcoin ATM,1543003281,11/23/2018,Quarter 4,2018,11
39.9896732,-75.14701009,atm,Germantown Gas Bitcoin ATM,1543003662,11/23/2018,Quarter 4,2018,11
51.981302,5.910129547,shopping,Baby Sofie,1543020096,11/24/2018,Quarter 4,2018,11
51.97202328,5.933486223,transport,Carwash Vissinga,1543020395,11/24/2018,Quarter 4,2018,11
51.98515105,5.91406703,shopping,Loesje,1543020570,11/24/2018,Quarter 4,2018,11
51.98065771,5.910000801,shopping,Party Grime Carnaval Shop,1543021639,11/24/2018,Quarter 4,2018,11
51.98060154,5.90927124,shopping,Little Things,1543023463,11/24/2018,Quarter 4,2018,11
51.98071057,5.909121037,shopping,Pollmann,1543024187,11/24/2018,Quarter 4,2018,11
51.98173153,5.910161734,lodging,Dudok Studio's,1543020751,11/24/2018,Quarter 4,2018,11
51.97985481,5.909196138,food,Sofra,1543023627,11/24/2018,Quarter 4,2018,11
51.979531,5.908622146,food,iogurtie's,1543022031,11/24/2018,Quarter 4,2018,11
51.979455,5.908300281,cafe,Anne & Max,1543022123,11/24/2018,Quarter 4,2018,11
51.98429867,5.9197855,shopping,Vendetta Spellencentrum,1543022287,11/24/2018,Quarter 4,2018,11
51.98436144,5.920021534,shopping,OLB Sports,1543021480,11/24/2018,Quarter 4,2018,11
51.98410705,5.918723345,shopping,Eigen Stijl Boetiek,1543022574,11/24/2018,Quarter 4,2018,11
51.98409714,5.918653607,default,DoctorPhone,1543022475,11/24/2018,Quarter 4,2018,11
51.98420286,5.917902589,shopping,Eigen Stijl,1543022667,11/24/2018,Quarter 4,2018,11
51.97490491,5.920965672,shopping,Epic Leather,1543021845,11/24/2018,Quarter 4,2018,11
51.99033105,5.929377079,default,Creme de la Creme,1543021274,11/24/2018,Quarter 4,2018,11
51.98741076,5.923089981,default,Doreen Styling,1543020955,11/24/2018,Quarter 4,2018,11
51.98248814,5.905510783,food,Barley's Oriental Garden,1543024352,11/24/2018,Quarter 4,2018,11
-37.81217,144.9653184,shopping,Mind Games,1543043841,11/24/2018,Quarter 4,2018,11
-37.81417456,144.9658804,shopping,Mind Games,1543044012,11/24/2018,Quarter 4,2018,11
-37.81294555,144.9679792,atm,Hub Express,1543045992,11/24/2018,Quarter 4,2018,11
-34.58630158,-58.41516495,shopping,PREMIER BITCOIN STORE,1543065181,11/24/2018,Quarter 4,2018,11
42.41829655,-82.98826039,atm,SUNOCO Gas Station Bitcoin ATM,1543090328,11/24/2018,Quarter 4,2018,11
-34.59082383,-58.39439392,atm,TECNOLOGIA PREMIER,1543065024,11/24/2018,Quarter 4,2018,11
4.673712676,-74.09389436,shopping,AseoCity,1543086967,11/24/2018,Quarter 4,2018,11
29.97417471,-90.1471889,atm,Valero Gas station in Metairie Bitcoin ATM,1543088254,11/24/2018,Quarter 4,2018,11
42.40865266,-83.05716634,atm,Walters Shopping Place Bitcoin ATM,1543088521,11/24/2018,Quarter 4,2018,11
40.00018989,-75.15295923,atm,University Exxon Gas Bitcoin ATM,1543089039,11/24/2018,Quarter 4,2018,11
40.04704119,-75.06958544,atm,Tyson Citgo Gas Bitcoin ATM,1543089220,11/24/2018,Quarter 4,2018,11
42.28160322,-83.23202491,atm,The Vinery Bitcoin ATM,1543089583,11/24/2018,Quarter 4,2018,11
30.2771966,-89.77573514,atm,Texaco Gas Station Bitcoin ATM,1543089878,11/24/2018,Quarter 4,2018,11
29.74359231,-95.29700875,atm,Super Amigo Food Mart Bitcoin ATM,1543090061,11/24/2018,Quarter 4,2018,11
51.43371831,5.481963158,default,Stichting MADspace,1543088972,11/24/2018,Quarter 4,2018,11
39.9774284,-75.22775531,atm,Stop and Go Liquor Bitcoin ATM,1543091099,11/24/2018,Quarter 4,2018,11
36.18150622,-115.1344711,atm,Stateside Express Bitcoin ATM,1543091367,11/24/2018,Quarter 4,2018,11
39.9409852,-83.12585235,atm,Speedy Mart - Sullivant Avenue Bitcoin ATM,1543091662,11/24/2018,Quarter 4,2018,11
29.80214085,-95.4304111,atm,Speedy Mart Bitcoin ATM,1543091868,11/24/2018,Quarter 4,2018,11
32.77155199,-96.78191185,atm,South Central 1st Gas Bitcoin ATM,1543092078,11/24/2018,Quarter 4,2018,11
51.97342447,6.666533947,shopping,Bloemen uit Corle,1543352187,11/27/2018,Quarter 4,2018,11
42.35750534,-83.11024189,atm,Right Aston Right Way Bitcoin ATM,1543092464,11/24/2018,Quarter 4,2018,11
38.76025351,-90.27995288,atm,Phillips 66 Bitcoin ATM,1543092663,11/24/2018,Quarter 4,2018,11
46.49800083,11.36601627,atm,Pollock Art,1543092876,11/24/2018,Quarter 4,2018,11
33.99228102,-117.9152405,atm,OLE PAY Bitcoin ATM,1543093020,11/24/2018,Quarter 4,2018,11
34.17649604,-118.3968902,default,Cinedyne Films,1543104499,11/25/2018,Quarter 4,2018,11
51.98454646,5.914700031,shopping,Kijk Alles,1543165911,11/25/2018,Quarter 4,2018,11
51.98404758,5.91457665,shopping,Loewe Galleries,1543166356,11/25/2018,Quarter 4,2018,11
51.98598359,5.915477872,shopping,Clau-D,1543165793,11/25/2018,Quarter 4,2018,11
51.98076344,5.90890646,shopping,Woarst Delicatessen,1543166975,11/25/2018,Quarter 4,2018,11
51.98291435,5.907973051,cafe,Café Colours,1543166587,11/25/2018,Quarter 4,2018,11
51.98376014,5.907565355,food,The Workstation,1543165653,11/25/2018,Quarter 4,2018,11
51.98199915,5.911749601,food,Rawsome,1543170180,11/25/2018,Quarter 4,2018,11
51.97853313,5.909882784,food,De Staat,1543169898,11/25/2018,Quarter 4,2018,11
51.98388569,5.917339325,shopping,Nablus Sweets,1543169493,11/25/2018,Quarter 4,2018,11
51.98350905,5.915569067,shopping,Bizz,1543166192,11/25/2018,Quarter 4,2018,11
51.98310267,5.918573141,food,Cafetaria Dolfijn,1543167657,11/25/2018,Quarter 4,2018,11
51.97770375,5.905339122,cafe,Rose's Beach,1543167525,11/25/2018,Quarter 4,2018,11
51.98542196,5.919849873,food,Eetwinkel Stroom,1543167725,11/25/2018,Quarter 4,2018,11
51.98758255,5.936324,default,Kleine Klus Service,1543169599,11/25/2018,Quarter 4,2018,11
51.98810782,5.910322666,default,Edwin van de Wardt,1543169726,11/25/2018,Quarter 4,2018,11
51.98052224,5.918465853,shopping,Kringloop de Schatkamer,1543169830,11/25/2018,Quarter 4,2018,11
52.03431044,5.884203315,attraction,Escape Vrijland,1543167426,11/25/2018,Quarter 4,2018,11
51.98207514,5.904309154,food,Mej. Janssen,1543170062,11/25/2018,Quarter 4,2018,11
51.98153328,5.904673934,shopping,Neighbourhood,1543166038,11/25/2018,Quarter 4,2018,11
